feat,gain_down,gain_up,share_down,share_up,下尾偏好,family,agg
public_commitment_wall_stickiness_5m|lh,904.440996170044,480.1664991378784,0.00039872716364674533,0.00046090502418231355,-6.217786053556822e-05,其他,lh
downlimit_capitulation_vs_defense_5m|lh,2236.2396965026855,1091.9221963882446,0.0009858570268227154,0.0010481206565537918,-6.226362973107643e-05,涨跌停/封板,lh
aggressive_arrival_quickening_5m|lh,345.4985980987549,225.5497007369995,0.00015231471886745736,0.0002165019643376857,-6.418724547022835e-05,侵略性/主动,lh
chase_loss_aggression_escalation_5m|lh,276.70179557800293,194.5817985534668,0.0001219853175541324,0.00018677631348448418,-6.479099593035179e-05,侵略性/主动,lh
overpay_regret_share_5m|lh,491.6104984283447,293.56789684295654,0.00021672885294602814,0.00028179166775793915,-6.506281481191101e-05,情绪/行为偏差,lh
schelling_anchor_convergence_5m|lh,393.2748031616211,250.66139793395996,0.00017337708867951794,0.00024060632693816885,-6.72292382586509e-05,情绪/行为偏差,lh
wash_intensity_5m|lh,485.51859855651855,295.21259784698486,0.00021404320958466004,0.00028337039296553985,-6.932718338087981e-05,其他,lh
outhead_target_sell_5m|lh,360.07799911499023,238.54390144348145,0.0001587421179343823,0.00022897491362007855,-7.023279568569625e-05,其他,lh
ignition_burst_retreat_5m|lh,586.7850074768066,345.1020984649658,0.0002586869930624786,0.0003312586182583488,-7.257162519587018e-05,撤单/犹豫,lh
order_footprint_persistence_5m|mean,518.7847003936768,314.15079975128174,0.00022870873059408154,0.0003015489048407781,-7.284017424669657e-05,其他,mean
bandwagon_breadth_acceleration_5m|lh,789.0326919555664,438.896201133728,0.0003478488576040283,0.00042129024944528593,-7.344139184125762e-05,其他,lh
ignition_burst_retreat_5m|std,293.609899520874,212.77720069885254,0.000129439336507645,0.00020424182238792357,-7.480248588027856e-05,撤单/犹豫,std
pressure_point_execution_choke_5m|mean,320.42859649658203,226.07309913635254,0.0001412624880709949,0.00021700436705079443,-7.574187897979953e-05,其他,mean
premature_closure_persistence_5m|std,529.4094085693359,323.92830085754395,0.00023339268429962374,0.0003109341897199099,-7.754150542028614e-05,其他,std
l1_replenish_amt_5m|mean,472.0782051086426,298.86450004577637,0.0002081179474830289,0.0002868758021814421,-7.875785469841322e-05,其他,mean
hysteresis_loop_5m|std,367.44400215148926,251.2672996520996,0.0001619894558045073,0.00024118792341887432,-7.919846761436701e-05,其他,std
control_premium_on_spread_5m|mean,462.39919662475586,296.57969665527344,0.00020385091003554973,0.00028468265175582446,-8.083174172027473e-05,流动性/枯竭,mean
bandwagon_breadth_acceleration_5m|std,276.0014991760254,211.65360069274902,0.0001216765885167989,0.00020316329465032795,-8.148670613352905e-05,其他,std
